recorded,RADON_SHORT_TERM_AVG Bq/m3,PM2_5 μg/m3,CO2 ppm,HUMIDITY %,TEMP °C,VOC ppb,PRESSURE hPa,PM1 μg/m3
2024-10-11T17:36:26,,,707,47.59,20.53,,,
2024-10-11T17:36:28,,,,,,46,1000.74,
2024-10-11T17:41:31,,,731,48.03,20.35,,,
2024-10-11T17:41:33,,1,,,,46,1000.82,1
2024-10-11T17:46:27,,,745,48.16,20.54,,,
2024-10-11T17:46:29,,,,,,46,1000.88,
2024-10-11T17:51:31,151,,,,,,,
2024-10-11T17:51:33,,,757,48.29,20.41,,,
2024-10-11T17:51:35,,3,,,,46,1000.8,3
2024-10-11T17:56:27,,,726,48.32,20.35,,,
2024-10-11T17:56:29,,,,,,46,1000.82,
2024-10-11T18:01:32,,,708,48.37,20.35,,,
2024-10-11T18:01:34,,1,,,,46,1000.8,1
2024-10-11T18:06:26,,,744,48.33,20.34,,,
2024-10-11T18:06:28,,,,,,54,1000.8,
2024-10-11T18:11:30,151,,,,,,,
2024-10-11T18:11:32,,,763,48.27,20.35,,,
2024-10-11T18:11:34,,1,,,,46,1000.88,1
2024-10-11T18:16:28,,,761,48.35,20.41,,,
2024-10-11T18:16:30,,,,,,56,1000.88,
2024-10-11T18:21:32,,,770,48.39,20.44,,,
2024-10-11T18:21:34,,2,,,,46,1000.96,2
2024-10-11T18:26:26,,,791,48.29,20.35,,,
2024-10-11T18:26:28,,,,,,54,1001.02,
2024-10-11T18:31:31,146,,,,,,,
2024-10-11T18:31:33,,,791,48.3,20.37,,,
2024-10-11T18:31:35,,2,,,,52,1001.02,2
2024-10-11T18:36:27,,,751,48.43,20.47,,,
2024-10-11T18:36:29,,,,,,46,1001.06,
2024-10-11T18:41:30,,,739,48.35,20.41,,,
2024-10-11T18:41:32,,3,,,,46,1001.04,3
2024-10-11T18:46:26,,,757,48.4,20.41,,,
2024-10-11T18:46:28,,,,,,46,1001.06,
2024-10-11T18:51:31,146,,,,,,,
2024-10-11T18:51:33,,,778,48.41,20.44,,,
2024-10-11T18:51:35,,1,,,,54,1001.12,1
2024-10-11T18:56:26,,,784,48.53,20.48,,,
2024-10-11T18:56:28,,,,,,50,1001.22,
2024-10-11T19:01:30,,,786,48.26,20.57,,,
2024-10-11T19:01:32,,2,,,,50,1001.3,2
2024-10-11T19:06:27,,,757,48.23,20.6,,,
2024-10-11T19:06:29,,,,,,46,1001.3,
2024-10-11T19:11:31,146,,,,,,,
2024-10-11T19:11:33,,,711,48.27,20.47,,,
2024-10-11T19:11:35,,1,,,,56,1001.4,1
2024-10-11T19:16:26,,,748,48.36,20.6,,,
2024-10-11T19:16:28,,,,,,50,1001.5,
2024-10-11T19:21:31,,,787,48.43,20.73,,,
2024-10-11T19:21:33,,1,,,,46,1001.64,1
2024-10-11T19:26:26,,,760,48.23,20.73,,,
2024-10-11T19:26:28,,,,,,46,1001.66,
2024-10-11T19:31:30,146,,,,,,,
2024-10-11T19:31:32,,,757,48.32,20.73,,,
2024-10-11T19:31:34,,2,,,,48,1001.66,2
2024-10-11T19:36:27,,,749,48.4,20.73,,,
2024-10-11T19:36:29,,,,,,46,1002.08,
2024-10-11T19:41:31,,,801,48.44,20.85,,,
2024-10-11T19:41:33,,1,,,,48,1002.22,1
2024-10-11T19:46:26,,,828,48.22,20.69,,,
2024-10-11T19:46:28,,,,,,61,1002.28,
2024-10-11T19:51:31,146,,,,,,,
2024-10-11T19:51:33,,,786,48.29,20.85,,,
2024-10-11T19:51:35,,1,,,,56,1002.42,1
2024-10-11T19:56:27,,,802,48.22,20.97,,,
2024-10-11T19:56:29,,,,,,59,1002.54,
2024-10-11T20:01:30,,,793,48.28,20.85,,,
2024-10-11T20:01:32,,3,,,,61,1002.52,3
2024-10-11T20:06:27,,,792,48.32,20.95,,,
2024-10-11T20:06:29,,,,,,61,1002.68,
2024-10-11T20:11:31,146,,,,,,,
2024-10-11T20:11:33,,,839,48.17,20.85,,,
2024-10-11T20:11:35,,3,,,,71,1002.74,3
2024-10-11T20:16:27,,,830,48.17,20.97,,,
2024-10-11T20:16:29,,,,,,67,1002.96,
2024-10-11T20:21:31,,,810,48.22,20.97,,,
2024-10-11T20:21:33,,3,,,,63,1003.04,3
2024-10-11T20:26:28,,,815,48.03,20.97,,,
2024-10-11T20:26:30,,,,,,69,1003.14,
2024-10-11T20:31:31,147,,,,,,,
2024-10-11T20:31:33,,,799,48.02,20.87,,,
2024-10-11T20:31:35,,2,,,,86,1003.22,2
2024-10-11T20:36:27,,,800,48.04,21.09,,,
2024-10-11T20:36:29,,,,,,78,1003.36,
2024-10-11T20:41:32,,,813,47.87,21.04,,,
2024-10-11T20:41:34,,3,,,,78,1003.36,3
2024-10-11T20:46:27,,,813,47.89,20.91,,,
2024-10-11T20:46:29,,,,,,86,1003.32,
2024-10-11T20:51:31,147,,,,,,,
2024-10-11T20:51:33,,,797,47.94,21.21,,,
2024-10-11T20:51:35,,2,,,,80,1003.46,2
2024-10-11T20:56:29,,,784,47.86,21.09,,,
2024-10-11T20:56:31,,,,,,80,1003.56,
2024-10-11T21:01:32,,,794,47.88,21.32,,,
2024-10-11T21:01:34,,1,,,,72,1003.76,1
2024-10-11T21:06:28,,,781,47.79,21.09,,,
2024-10-11T21:06:30,,,,,,75,1003.88,
2024-10-11T21:11:33,147,,,,,,,
2024-10-11T21:11:35,,,787,47.69,21.22,,,
2024-10-11T21:11:37,,2,,,,84,1004.08,2
2024-10-11T21:16:28,,,825,47.6,21.12,,,
2024-10-11T21:16:30,,,,,,76,1004.32,
2024-10-11T21:21:32,,,793,47.71,21.09,,,
2024-10-11T21:21:34,,3,,,,76,1004.48,3
2024-10-11T21:26:29,,,781,47.7,21.32,,,
2024-10-11T21:26:31,,,,,,80,1004.54,
2024-10-11T21:31:33,146,,,,,,,
2024-10-11T21:31:35,,,809,47.53,21.22,,,
2024-10-11T21:31:37,,1,,,,78,1004.62,1
2024-10-11T21:36:28,,,797,47.52,21.22,,,
2024-10-11T21:36:30,,,,,,86,1004.68,
2024-10-11T21:41:32,,,798,47.58,21.29,,,
2024-10-11T21:41:34,,1,,,,80,1004.76,1
2024-10-11T21:46:27,,,775,47.61,21.4,,,
2024-10-11T21:46:29,,,,,,84,1004.78,
2024-10-11T21:51:31,146,,,,,,,
2024-10-11T21:51:33,,,763,47.55,21.32,,,
2024-10-11T21:51:35,,3,,,,88,1004.84,3
2024-10-11T21:56:28,,,797,47.46,21.34,,,
2024-10-11T21:56:30,,,,,,80,1004.98,
2024-10-11T22:01:33,,,791,47.56,21.32,,,
2024-10-11T22:01:35,,1,,,,80,1004.98,1
2024-10-11T22:06:28,,,807,47.51,21.39,,,
2024-10-11T22:06:30,,,,,,84,1005.04,
2024-10-11T22:11:32,146,,,,,,,
2024-10-11T22:11:34,,,820,47.4,21.46,,,
2024-10-11T22:11:36,,1,,,,91,1005.12,1
2024-10-11T22:16:29,,,826,47.33,21.3,,,
2024-10-11T22:16:31,,,,,,91,1005.2,
2024-10-11T22:21:32,,,817,47.41,21.46,,,
2024-10-11T22:21:34,,2,,,,86,1005.28,2
2024-10-11T22:26:28,,,820,47.27,21.37,,,
2024-10-11T22:26:30,,,,,,88,1005.4,
2024-10-11T22:31:33,148,,,,,,,
2024-10-11T22:31:35,,,851,47.27,21.36,,,
2024-10-11T22:31:37,,0,,,,86,1005.56,0
2024-10-11T22:36:28,,,852,47.21,21.34,,,
2024-10-11T22:36:30,,,,,,97,1005.7,
2024-10-11T22:41:32,,,837,47.21,21.32,,,
2024-10-11T22:41:34,,1,,,,119,1005.76,1
2024-10-11T22:46:29,,,825,47.29,21.36,,,
2024-10-11T22:46:31,,,,,,106,1005.86,
2024-10-11T22:51:33,148,,,,,,,
2024-10-11T22:51:35,,,811,47.6,21.25,,,
2024-10-11T22:51:37,,1,,,,101,1005.98,0
2024-10-11T22:56:28,,,811,47.62,21.28,,,
2024-10-11T22:56:30,,,,,,99,1006.04,
2024-10-11T23:01:32,,,802,47.77,21.34,,,
2024-10-11T23:01:34,,1,,,,99,1006.1,1
2024-10-11T23:06:28,,,774,47.91,21.4,,,
2024-10-11T23:06:30,,,,,,112,1006.18,
2024-10-11T23:11:32,148,,,,,,,
2024-10-11T23:11:34,,,782,47.91,21.4,,,
2024-10-11T23:11:36,,55,,,,103,1006.24,42
2024-10-11T23:16:28,,,804,47.85,21.37,,,
2024-10-11T23:16:30,,,,,,118,1006.34,
2024-10-11T23:21:33,,,807,47.8,21.48,,,
2024-10-11T23:21:35,,71,,,,110,1006.42,47
2024-10-11T23:26:28,,,785,47.77,21.37,,,
2024-10-11T23:26:30,,,,,,119,1006.5,
2024-10-11T23:31:32,148,,,,,,,
2024-10-11T23:31:34,,,773,47.66,21.34,,,
2024-10-11T23:31:36,,57,,,,129,1006.72,42
2024-10-11T23:36:29,,,782,47.48,21.34,,,
2024-10-11T23:36:31,,,,,,123,1006.82,
2024-10-11T23:41:32,,,778,47.79,21.29,,,
2024-10-11T23:41:34,,49,,,,127,1006.94,41
2024-10-11T23:46:28,,,796,47.92,21.29,,,
2024-10-11T23:46:30,,,,,,153,1007.04,
2024-10-11T23:51:33,148,,,,,,,
2024-10-11T23:51:35,,,801,48.03,21.1,,,
2024-10-11T23:51:37,,50,,,,174,1007.14,40
2024-10-11T23:56:28,,,774,48.13,21.09,,,
2024-10-11T23:56:30,,,,,,181,1007.26,
2024-10-12T00:01:32,,,804,48.17,21.08,,,
2024-10-12T00:01:34,,39,,,,219,1007.3,37
2024-10-12T00:06:30,,,828,48.1,21.09,,,
2024-10-12T00:06:32,,,,,,256,1007.38,
2024-10-12T00:11:33,148,,,,,,,
2024-10-12T00:11:35,,,796,48.08,21.04,,,
2024-10-12T00:11:37,,41,,,,256,1007.44,33
2024-10-12T00:16:29,,,785,48.21,20.85,,,
2024-10-12T00:16:31,,,,,,256,1007.52,
2024-10-12T00:21:34,,,801,48.39,20.79,,,
2024-10-12T00:21:36,,35,,,,256,1007.52,30
2024-10-12T00:26:29,,,797,48.26,20.6,,,
2024-10-12T00:26:31,,,,,,239,1007.62,
2024-10-12T00:31:33,146,,,,,,,
2024-10-12T00:31:35,,,771,48.45,20.66,,,
2024-10-12T00:31:37,,40,,,,232,1007.7,28
2024-10-12T00:36:29,,,765,48.4,20.57,,,
2024-10-12T00:36:31,,,,,,198,1007.64,
2024-10-12T00:41:33,,,777,48.49,20.73,,,
2024-10-12T00:41:35,,32,,,,215,1007.68,31
2024-10-12T00:46:29,,,769,48.5,20.47,,,
2024-10-12T00:46:31,,,,,,181,1007.74,
2024-10-12T00:51:34,146,,,,,,,
2024-10-12T00:51:36,,,761,48.7,20.54,,,
2024-10-12T00:51:38,,31,,,,191,1007.78,30
2024-10-12T00:56:29,,,748,48.77,20.41,,,
2024-10-12T00:56:31,,,,,,195,1007.84,
2024-10-12T01:01:33,,,752,48.84,20.35,,,
2024-10-12T01:01:35,,25,,,,191,1007.98,23
2024-10-12T01:06:29,,,746,48.82,20.23,,,
2024-10-12T01:06:31,,,,,,181,1008.14,
2024-10-12T01:11:34,146,,,,,,,
2024-10-12T01:11:36,,,726,48.98,20.32,,,
2024-10-12T01:11:38,,24,,,,174,1008.24,23
2024-10-12T01:16:29,,,719,48.98,20.07,,,
2024-10-12T01:16:31,,,,,,184,1008.28,
2024-10-12T01:21:33,,,730,49.1,20.09,,,
2024-10-12T01:21:35,,24,,,,176,1008.42,22
2024-10-12T01:26:29,,,730,49.16,20.09,,,
2024-10-12T01:26:31,,,,,,169,1008.56,
2024-10-12T01:31:33,144,,,,,,,
2024-10-12T01:31:35,,,734,49.26,20.13,,,
2024-10-12T01:31:37,,27,,,,169,1008.64,18
2024-10-12T01:36:29,,,760,49.32,19.91,,,
2024-10-12T01:36:31,,,,,,174,1008.74,
2024-10-12T01:41:34,,,770,49.4,19.88,,,
2024-10-12T01:41:36,,22,,,,163,1008.74,21
2024-10-12T01:46:29,,,773,49.47,19.82,,,
2024-10-12T01:46:31,,,,,,172,1008.84,
2024-10-12T01:51:33,144,,,,,,,
2024-10-12T01:51:35,,,777,49.58,19.82,,,
2024-10-12T01:51:37,,25,,,,161,1008.88,18
2024-10-12T01:56:29,,,773,49.59,19.73,,,
2024-10-12T01:56:31,,,,,,163,1008.96,
2024-10-12T02:01:33,,,786,49.67,19.6,,,
2024-10-12T02:01:35,,19,,,,161,1009.02,17
2024-10-12T02:06:29,,,793,49.7,19.54,,,
2024-10-12T02:06:31,,,,,,144,1009.12,
2024-10-12T02:11:34,144,,,,,,,
2024-10-12T02:11:36,,,817,49.75,19.47,,,
2024-10-12T02:11:38,,15,,,,153,1009.26,15
2024-10-12T02:16:29,,,817,49.96,19.6,,,
2024-10-12T02:16:31,,,,,,142,1009.38,
2024-10-12T02:21:33,,,773,49.93,19.47,,,
2024-10-12T02:21:35,,15,,,,142,1009.42,13
2024-10-12T02:26:29,,,776,50.05,19.47,,,
2024-10-12T02:26:31,,,,,,144,1009.52,
2024-10-12T02:31:34,146,,,,,,,
2024-10-12T02:31:36,,,792,49.98,19.29,,,
2024-10-12T02:31:38,,18,,,,146,1009.62,12
2024-10-12T02:36:29,,,784,50.05,19.23,,,
2024-10-12T02:36:31,,,,,,136,1009.72,
2024-10-12T02:41:33,,,766,50.18,19.23,,,
2024-10-12T02:41:35,,14,,,,138,1009.76,12
2024-10-12T02:46:29,,,774,50.05,19.23,,,
2024-10-12T02:46:31,,,,,,133,1009.86,
2024-10-12T02:51:33,146,,,,,,,
2024-10-12T02:51:35,,,811,50.26,19.32,,,
2024-10-12T02:51:37,,15,,,,131,1009.92,12
2024-10-12T02:56:29,,,807,50.21,19.23,,,
2024-10-12T02:56:31,,,,,,125,1010.04,
2024-10-12T03:01:34,,,783,50.14,18.98,,,
2024-10-12T03:01:36,,13,,,,123,1010.08,12
2024-10-12T03:06:29,,,776,50.25,18.97,,,
2024-10-12T03:06:31,,,,,,135,1010.1,
2024-10-12T03:11:33,146,,,,,,,
2024-10-12T03:11:35,,,804,50.35,18.98,,,
2024-10-12T03:11:37,,9,,,,122,1010.12,9
2024-10-12T03:16:29,,,814,50.34,18.88,,,
2024-10-12T03:16:31,,,,,,131,1010.14,
2024-10-12T03:21:33,,,800,50.22,18.85,,,
2024-10-12T03:21:35,,10,,,,112,1010.16,9
2024-10-12T03:26:29,,,782,50.43,18.98,,,
2024-10-12T03:26:31,,,,,,125,1010.2,
2024-10-12T03:31:34,150,,,,,,,
2024-10-12T03:31:36,,,758,50.47,18.85,,,
2024-10-12T03:31:38,,10,,,,114,1010.2,10
2024-10-12T03:36:30,,,760,50.43,18.73,,,
2024-10-12T03:36:32,,,,,,123,1010.3,
2024-10-12T03:41:34,,,762,50.56,18.63,,,
2024-10-12T03:41:36,,10,,,,105,1010.22,9
2024-10-12T03:46:31,,,754,50.6,18.67,,,
2024-10-12T03:46:33,,,,,,114,1010.2,
2024-10-12T03:51:35,150,,,,,,,
2024-10-12T03:51:37,,,742,50.56,18.6,,,
2024-10-12T03:51:39,,12,,,,97,1010.16,9
2024-10-12T03:56:30,,,759,50.76,18.61,,,
2024-10-12T03:56:32,,,,,,88,1010.14,
2024-10-12T04:01:34,,,784,50.72,18.6,,,
2024-10-12T04:01:36,,7,,,,105,1010.2,7
2024-10-12T04:06:30,,,795,50.66,18.47,,,
2024-10-12T04:06:32,,,,,,86,1010.28,
2024-10-12T04:11:34,150,,,,,,,
2024-10-12T04:11:36,,,794,50.78,18.36,,,
2024-10-12T04:11:38,,6,,,,99,1010.4,6
2024-10-12T04:16:30,,,776,50.79,18.36,,,
2024-10-12T04:16:32,,,,,,95,1010.46,
2024-10-12T04:21:34,,,775,50.82,18.36,,,
2024-10-12T04:21:36,,5,,,,75,1010.62,5
2024-10-12T04:26:30,,,783,50.71,18.36,,,
2024-10-12T04:26:32,,,,,,86,1010.62,
2024-10-12T04:31:34,150,,,,,,,
2024-10-12T04:31:36,,,795,50.82,18.29,,,
2024-10-12T04:31:38,,7,,,,78,1010.66,6
2024-10-12T04:36:29,,,789,50.9,18.23,,,
2024-10-12T04:36:31,,,,,,78,1010.68,
2024-10-12T04:41:34,,,780,51.05,18.23,,,
2024-10-12T04:41:36,,4,,,,78,1010.7,4
2024-10-12T04:46:30,,,771,51.08,18.02,,,
2024-10-12T04:46:32,,,,,,76,1010.78,
2024-10-12T04:51:35,150,,,,,,,
2024-10-12T04:51:37,,,737,51.07,18.1,,,
2024-10-12T04:51:39,,3,,,,65,1010.88,3
2024-10-12T04:56:30,,,781,51.1,18.09,,,
2024-10-12T04:56:32,,,,,,84,1011.08,
2024-10-12T05:01:34,,,808,51.08,17.99,,,
2024-10-12T05:01:36,,5,,,,76,1011.08,5
2024-10-12T05:06:29,,,774,51.11,18.08,,,
2024-10-12T05:06:31,,,,,,80,1011.12,
2024-10-12T05:11:34,150,,,,,,,
2024-10-12T05:11:36,,,748,51.2,17.98,,,
2024-10-12T05:11:38,,5,,,,65,1011.1,4
2024-10-12T05:16:30,,,767,51.15,18.04,,,
2024-10-12T05:16:32,,,,,,69,1011.12,
2024-10-12T05:21:34,,,794,51.19,17.98,,,
2024-10-12T05:21:36,,3,,,,75,1011.2,3
2024-10-12T05:26:30,,,782,51.33,17.88,,,
2024-10-12T05:26:32,,,,,,65,1011.24,
2024-10-12T05:31:34,152,,,,,,,
2024-10-12T05:31:36,,,776,51.2,17.86,,,
2024-10-12T05:31:38,,5,,,,67,1011.26,5
2024-10-12T05:36:31,,,772,51.24,17.74,,,
2024-10-12T05:36:33,,,,,,59,1011.22,
2024-10-12T05:41:35,,,785,51.33,17.63,,,
2024-10-12T05:41:37,,3,,,,54,1011.3,3
2024-10-12T05:46:30,,,779,51.35,17.86,,,
2024-10-12T05:46:32,,,,,,58,1011.5,
2024-10-12T05:51:34,152,,,,,,,
2024-10-12T05:51:36,,,729,51.33,17.62,,,
2024-10-12T05:51:38,,4,,,,71,1011.44,4
2024-10-12T05:56:29,,,744,51.29,17.62,,,
2024-10-12T05:56:31,,,,,,72,1011.38,
2024-10-12T06:01:34,,,755,51.43,17.63,,,
2024-10-12T06:01:36,,3,,,,75,1011.44,3
2024-10-12T06:06:30,,,773,51.33,17.42,,,
2024-10-12T06:06:32,,,,,,63,1011.44,
2024-10-12T06:11:35,152,,,,,,,
2024-10-12T06:11:37,,,813,51.34,17.42,,,
2024-10-12T06:11:39,,4,,,,46,1011.34,4
2024-10-12T06:16:30,,,796,51.33,17.48,,,
2024-10-12T06:16:32,,,,,,71,1011.34,
2024-10-12T06:21:34,,,756,51.48,17.42,,,
2024-10-12T06:21:36,,5,,,,59,1011.34,1
2024-10-12T06:26:29,,,747,51.53,17.66,,,
2024-10-12T06:26:31,,,,,,48,1011.48,
2024-10-12T06:31:34,159,,,,,,,
2024-10-12T06:31:36,,,757,51.47,17.42,,,
2024-10-12T06:31:38,,4,,,,63,1011.56,4
2024-10-12T06:36:30,,,756,51.48,17.42,,,
2024-10-12T06:36:32,,,,,,69,1011.7,
2024-10-12T06:41:34,,,773,51.54,17.42,,,
2024-10-12T06:41:36,,2,,,,72,1011.7,2
2024-10-12T06:46:31,,,790,51.51,17.42,,,
2024-10-12T06:46:33,,,,,,76,1011.68,
2024-10-12T06:51:35,159,,,,,,,
2024-10-12T06:51:37,,,785,51.48,17.37,,,
2024-10-12T06:51:39,,3,,,,71,1011.64,3
2024-10-12T06:56:31,,,768,51.65,17.42,,,
2024-10-12T06:56:33,,,,,,82,1011.62,
2024-10-12T07:01:35,,,785,51.54,17.33,,,
2024-10-12T07:01:37,,3,,,,72,1011.6,2
2024-10-12T07:06:31,,,777,51.46,17.35,,,
2024-10-12T07:06:33,,,,,,80,1011.6,
2024-10-12T07:11:35,159,,,,,,,
2024-10-12T07:11:37,,,754,51.61,17.48,,,
2024-10-12T07:11:39,,4,,,,71,1011.66,4
2024-10-12T07:16:30,,,757,51.84,17.48,,,
2024-10-12T07:16:32,,,,,,84,1011.68,
2024-10-12T07:21:35,,,791,51.68,17.42,,,
2024-10-12T07:21:37,,2,,,,78,1011.68,2
2024-10-12T07:26:31,,,786,51.63,17.37,,,
2024-10-12T07:26:33,,,,,,82,1011.74,
2024-10-12T07:31:35,155,,,,,,,
2024-10-12T07:31:38,,,778,51.59,17.48,,,
2024-10-12T07:31:40,,2,,,,80,1011.76,2
2024-10-12T07:36:31,,,793,51.6,17.45,,,
2024-10-12T07:36:33,,,,,,89,1011.82,
2024-10-12T07:41:35,,,784,51.46,17.61,,,
2024-10-12T07:41:37,,2,,,,88,1011.86,2
2024-10-12T07:46:30,,,765,51.38,17.66,,,
2024-10-12T07:46:32,,,,,,93,1011.98,
2024-10-12T07:51:35,155,,,,,,,
2024-10-12T07:51:37,,,742,51.26,17.7,,,
2024-10-12T07:51:39,,2,,,,93,1011.96,2
2024-10-12T07:56:31,,,770,51.21,17.48,,,
2024-10-12T07:56:33,,,,,,82,1011.9,
2024-10-12T08:01:35,,,767,51.24,17.35,,,
2024-10-12T08:01:37,,3,,,,93,1011.92,2
2024-10-12T08:06:31,,,737,51.33,17.37,,,
2024-10-12T08:06:33,,,,,,84,1011.96,
2024-10-12T08:11:35,155,,,,,,,
2024-10-12T08:11:37,,,768,51.33,17.35,,,
2024-10-12T08:11:39,,3,,,,103,1012.04,3
2024-10-12T08:16:31,,,787,51.28,17.35,,,
2024-10-12T08:16:33,,,,,,99,1012.02,
2024-10-12T08:21:35,,,791,51.29,17.35,,,
2024-10-12T08:21:37,,2,,,,108,1012.06,2
2024-10-12T08:26:32,,,785,51.39,17.3,,,
2024-10-12T08:26:34,,,,,,103,1012.16,
2024-10-12T08:31:36,151,,,,,,,
2024-10-12T08:31:38,,,763,51.33,17.35,,,
2024-10-12T08:31:40,,1,,,,88,1012.2,1
2024-10-12T08:36:30,,,771,51.13,17.45,,,
2024-10-12T08:36:32,,,,,,106,1012.16,
2024-10-12T08:41:35,,,774,51.01,17.55,,,
2024-10-12T08:41:37,,3,,,,93,1012.22,3
2024-10-12T08:46:31,,,782,50.83,17.61,,,
2024-10-12T08:46:33,,,,,,110,1012.18,
2024-10-12T08:51:35,151,,,,,,,
2024-10-12T08:51:37,,,783,50.89,17.62,,,
2024-10-12T08:51:39,,1,,,,95,1012.18,1
2024-10-12T08:56:31,,,765,50.86,17.61,,,
2024-10-12T08:56:33,,,,,,112,1012.24,
2024-10-12T09:01:35,,,752,51,17.61,,,
2024-10-12T09:01:37,,3,,,,99,1012.26,3
2024-10-12T09:06:30,,,770,50.87,17.49,,,
2024-10-12T09:06:32,,,,,,108,1012.34,
2024-10-12T09:11:35,151,,,,,,,
2024-10-12T09:11:37,,,776,51.11,17.35,,,
2024-10-12T09:11:39,,1,,,,123,1012.32,1
2024-10-12T09:16:31,,,751,51.26,17.35,,,
2024-10-12T09:16:33,,,,,,135,1012.34,
2024-10-12T09:21:34,,,738,51.2,17.07,,,
2024-10-12T09:21:36,,1,,,,157,1012.38,1
2024-10-12T09:26:31,,,772,51.23,17.09,,,
2024-10-12T09:26:33,,,,,,144,1012.32,
2024-10-12T09:31:35,147,,,,,,,
2024-10-12T09:31:37,,,801,51.36,17.3,,,
2024-10-12T09:31:39,,2,,,,148,1012.36,2
2024-10-12T09:36:30,,,768,51.37,17.1,,,
2024-10-12T09:36:32,,,,,,157,1012.36,
2024-10-12T09:41:35,,,769,51.46,17.08,,,
2024-10-12T09:41:37,,2,,,,165,1012.36,2
2024-10-12T09:46:31,,,772,51.43,17.17,,,
2024-10-12T09:46:33,,,,,,161,1012.36,
2024-10-12T09:51:35,147,,,,,,,
2024-10-12T09:51:37,,,754,51.59,17.1,,,
2024-10-12T09:51:39,,2,,,,169,1012.36,2
2024-10-12T09:56:30,,,774,51.64,16.98,,,
2024-10-12T09:56:32,,,,,,153,1012.4,
2024-10-12T10:01:35,,,802,51.73,16.92,,,
2024-10-12T10:01:37,,2,,,,135,1012.34,2
2024-10-12T10:06:30,,,787,51.71,16.92,,,
2024-10-12T10:06:32,,,,,,140,1012.34,
2024-10-12T10:11:35,147,,,,,,,
2024-10-12T10:11:37,,,763,51.76,16.99,,,
2024-10-12T10:11:39,,1,,,,157,1012.38,1
2024-10-12T10:16:32,,,767,51.82,16.92,,,
2024-10-12T10:16:34,,,,,,142,1012.34,
2024-10-12T10:21:36,,,784,51.81,16.83,,,
2024-10-12T10:21:38,,2,,,,146,1012.24,2
2024-10-12T10:26:31,,,799,51.95,16.85,,,
2024-10-12T10:26:33,,,,,,140,1012.16,
2024-10-12T10:31:36,150,,,,,,,
2024-10-12T10:31:38,,,803,51.99,16.74,,,
2024-10-12T10:31:40,,2,,,,152,1012.12,2
2024-10-12T10:36:32,,,786,52.03,16.74,,,
2024-10-12T10:36:34,,,,,,152,1012.1,
2024-10-12T10:41:35,,,778,52.05,16.67,,,
2024-10-12T10:41:37,,3,,,,191,1012.06,3
2024-10-12T10:46:32,,,788,52.18,16.85,,,
2024-10-12T10:46:34,,,,,,246,1011.94,
2024-10-12T10:51:36,150,,,,,,,
2024-10-12T10:51:38,,,763,52.16,16.74,,,
2024-10-12T10:51:40,,4,,,,308,1011.88,4
2024-10-12T10:56:31,,,752,52.22,16.74,,,
2024-10-12T10:56:33,,,,,,318,1011.86,
2024-10-12T11:01:36,,,763,52.36,16.85,,,
2024-10-12T11:01:38,,3,,,,387,1011.74,3
2024-10-12T11:06:32,,,792,52.31,16.64,,,
2024-10-12T11:06:34,,,,,,411,1011.66,
2024-10-12T11:11:36,150,,,,,,,
2024-10-12T11:11:38,,,812,52.51,16.57,,,
2024-10-12T11:11:40,,2,,,,418,1011.58,2
2024-10-12T11:16:31,,,779,52.5,16.61,,,
2024-10-12T11:16:33,,,,,,438,1011.56,
2024-10-12T11:21:36,,,792,52.62,16.67,,,
2024-10-12T11:21:38,,2,,,,421,1011.6,2
2024-10-12T11:26:31,,,810,52.69,16.61,,,
2024-10-12T11:26:33,,,,,,373,1011.5,
2024-10-12T11:31:36,150,,,,,,,
2024-10-12T11:31:38,,,785,52.79,16.48,,,
2024-10-12T11:31:40,,2,,,,380,1011.46,2
2024-10-12T11:36:32,,,800,52.69,16.47,,,
2024-10-12T11:36:34,,,,,,353,1011.38,
2024-10-12T11:41:36,,,809,52.72,16.74,,,
2024-10-12T11:41:38,,3,,,,328,1011.28,2
2024-10-12T11:46:31,,,792,52.61,16.8,,,
2024-10-12T11:46:33,,,,,,339,1011.26,
2024-10-12T11:51:36,150,,,,,,,
2024-10-12T11:51:38,,,792,52.56,16.74,,,
2024-10-12T11:51:40,,2,,,,311,1011.18,2
2024-10-12T11:56:33,,,809,52.56,16.74,,,
2024-10-12T11:56:35,,,,,,308,1011.14,
2024-10-12T12:01:36,,,793,52.48,16.92,,,
2024-10-12T12:01:38,,1,,,,298,1011.04,1
2024-10-12T12:06:32,,,781,52.27,16.84,,,
2024-10-12T12:06:34,,,,,,277,1010.96,
2024-10-12T12:11:36,150,,,,,,,
2024-10-12T12:11:38,,,771,52.12,16.98,,,
2024-10-12T12:11:40,,2,,,,267,1010.86,2
2024-10-12T12:16:31,,,769,52.09,17.11,,,
2024-10-12T12:16:33,,,,,,256,1010.8,
2024-10-12T12:21:36,,,799,51.89,17.23,,,
2024-10-12T12:21:38,,2,,,,232,1010.74,2
2024-10-12T12:26:32,,,791,51.64,17.23,,,
2024-10-12T12:26:34,,,,,,176,1010.72,
2024-10-12T12:31:35,151,,,,,,,
2024-10-12T12:31:38,,,738,51.58,17.12,,,
2024-10-12T12:31:40,,4,,,,172,1010.64,3
2024-10-12T12:36:31,,,735,51.87,17.23,,,
2024-10-12T12:36:33,,,,,,144,1010.78,
2024-10-12T12:41:36,,,754,52.05,17.38,,,
2024-10-12T12:41:38,,7,,,,152,1010.68,7
